"Name","Live Bytes","Live Objects"
"org.apache.commons.pool2.impl.EvictionTimer$Reaper","16 B (0%)","1 (0%)"
"org.redisson.client.protocol.convertor.ByteReplayConvertor","16 B (0%)","1 (0%)"
"org.springframework.data.convert.CustomConversions$ConverterConfiguration$$Lambda.0x000000700186a160","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.DestinationTopicPropertiesFactory$$Lambda.0x0000007001811e08","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredHealthEndpointGroups$$Lambda.0x000000700198cf18","16 B (0%)","1 (0%)"
"io.undertow.servlet.util.DefaultClassIntrospector","16 B (0%)","1 (0%)"
"reactor.core.scheduler.Schedulers$$Lambda.0x0000007001893170","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda.0x0000007001205a48","16 B (0%)","1 (0%)"
"io.micrometer.prometheus.PrometheusMeterRegistry$$Lambda.0x0000007001723ad8","16 B (0%)","1 (0%)"
"sun.nio.ch.DefaultSelectorProvider$$Lambda.0x00000070015cbf98","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b46e48","16 B (0%)","1 (0%)"
"reactor.core.publisher.SinksSpecs$DefaultSinksSpecs","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b34e50","16 B (0%)","1 (0%)"
"java.lang.Class$$Lambda.0x00000070010f0180","16 B (0%)","1 (0%)"
"io.micrometer.tracing.BaggageManager$1","16 B (0%)","1 (0%)"
"redis.clients.jedis.CommandObjects$1","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x800000027","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AbstractMergedAnnotation$$Lambda.0x000000700123b570","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x800000026","16 B (0%)","1 (0%)"
"org.aspectj.util.FuzzyBoolean$MaybeFuzzyBoolean","16 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.infrastructure.adapters.input.kafka.Line.GcsChargeRequestListener","16 B (0%)","1 (0%)"
"jdk.internal.module.ModulePatcher","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Web$Client","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3b830","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigDataEnvironmentContributor$$Lambda.0x00000070011992c8","16 B (0%)","1 (0%)"
"org.springframework.core.ResolvableType$EmptyType","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda.0x00000070019b8db8","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda.0x00000070017c1468","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda.0x00000070019b0448","16 B (0%)","1 (0%)"
"org.springdoc.core.properties.SpringDocConfigProperties$Webjars","16 B (0%)","1 (0%)"
"okhttp3.ConnectionPool","16 B (0%)","1 (0%)"
"org.springframework.cloud.endpoint.RefreshEndpoint","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x0000007001455cf8","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.jvm.JvmMemoryMetrics","16 B (0%)","1 (0%)"
"org.springdoc.core.customizers.SpringDocCustomizers$$Lambda.0x000000700197f290","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda.0x00000070011c5fa8","16 B (0%)","1 (0%)"
"org.jboss.threads.ContextHandler$1","16 B (0%)","1 (0%)"
"org.springframework.data.spel.ExtensionAwareEvaluationContextProvider$$Lambda.0x00000070019cf800","16 B (0%)","1 (0%)"
"okhttp3.internal.authenticator.JavaNetAuthenticator","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda.0x00000070010cda40","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.RestClientAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.web.exchanges.HttpExchangesEndpointAutoConfiguration","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3f2b0","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.invoke.convert.ConversionServiceParameterValueMapper","16 B (0%)","1 (0%)"
"org.aspectj.weaver.TypeVariable[]","16 B (0%)","1 (0%)"
"org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda.0x00000070011518e8","16 B (0%)","1 (0%)"
"org.xnio.XnioWorker$$Lambda.0x0000007001a471d0","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x00000070010cc3c8","16 B (0%)","1 (0%)"
"com.sun.naming.internal.VersionHelper$$Lambda.0x000000700107d590","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$$Lambda.0x000000700199d450","16 B (0%)","1 (0%)"
"org.springframework.data.convert.CustomConversions$$Lambda.0x0000007001870490","16 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.RangeAssignor$TopicAssignmentState$$Lambda.0x0000007001b96aa8","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda.0x0000007001565d18","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfDouble","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda.0x0000007001285a00","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder","16 B (0%)","1 (0%)"
"io.opentelemetry.sdk.metrics.internal.exemplar.TraceBasedExemplarFilter","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$ReactorRegistrar$$Lambda.0x0000007001900000","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.gson.GsonAutoConfiguration","16 B (0%)","1 (0%)"
"io.opentelemetry.api.metrics.DefaultMeter$NoopDoubleUpDownCounterBuilder$2","16 B (0%)","1 (0%)"
"io.opentelemetry.api.metrics.DefaultMeter$NoopDoubleUpDownCounterBuilder$1","16 B (0%)","1 (0%)"
"org.springframework.data.redis.connection.RedisPassword$$Lambda.0x000000700183fc30","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultBeanNameGenerator","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda.0x0000007001467428","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda.0x00000070012062b0","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.JsonViewRequestBodyAdvice","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda.0x80000000e","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda.0x80000000f","16 B (0%)","1 (0%)"
"io.undertow.servlet.core.ApplicationListeners$1","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.web.servlet.WebMvcEndpointHandlerMapping$WebMvcLinksHandler","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda.0x00000070017d3650","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b39200","16 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.domain.lms.utils.EncryptionWrapperUtil","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.Jsr310Converters$PeriodToBytesConverter","16 B (0%)","1 (0%)"
"org.springframework.aop.interceptor.AsyncExecutionAspectSupport$$Lambda.0x000000700148f350","16 B (0%)","1 (0%)"
"org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClient","16 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.application.mappers.IDFCLoanRepayScheduleResponseMapperImpl","16 B (0%)","1 (0%)"
"org.apache.kafka.common.requests.MetadataResponse$Holder$$Lambda.0x0000007001b59bd8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner","16 B (0%)","1 (0%)"
"org.redisson.client.protocol.decoder.PendingEntryDecoder","16 B (0%)","1 (0%)"
"org.aspectj.util.FuzzyBoolean$NoFuzzyBoolean","16 B (0%)","1 (0%)"
"org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter$NoOpAck","16 B (0%)","1 (0%)"
"org.springframework.kafka.annotation.KafkaListenerAnnotationBeanPostProcessor$$Lambda.0x0000007001812910","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$$Lambda.0x0000007001266980","16 B (0%)","1 (0%)"
"org.springframework.integration.config.DefaultConfiguringBeanFactoryPostProcessor$$Lambda.0x00000070013f2dc8","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.logging.LogbackMetrics$1","16 B (0%)","1 (0%)"
"io.swagger.v3.oas.annotations.headers.Header[]","16 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.filter.reactive.predicate.WebfluxMethodPredicate","16 B (0%)","1 (0%)"
"java.lang.Runtime","16 B (0%)","1 (0%)"
"java.nio.file.Files$AcceptAllFilter","16 B (0%)","1 (0%)"
"org.springframework.cloud.client.CommonsClientAutoConfiguration$DiscoveryLoadBalancerConfiguration","16 B (0%)","1 (0%)"
"org.apache.kafka.common.metrics.JmxReporter$$Lambda.0x0000007001a70300","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.observation.ObservationProperties$Http$Client$ClientRequests","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$ReactorRegistrar$$Lambda.0x00000070018fe378","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3ee30","16 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.filter.servlet.predicate.ServletQueryExecutePredicate","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b42880","16 B (0%)","1 (0%)"
"feign.Contract$Default$$Lambda.0x000000700178fb38","16 B (0%)","1 (0%)"
"java.util.logging.Logging","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.redis.RedisProperties$Lettuce$Cluster","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b40250","16 B (0%)","1 (0%)"
"com.sun.management.internal.HotSpotDiagnostic","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$$Lambda.0x00000070018efac0","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.SpringDataJacksonConfiguration$PageModule$WarningLoggingModifier","16 B (0%)","1 (0%)"
"io.swagger.v3.oas.annotations.servers.Server[]","16 B (0%)","1 (0%)"
"org.redisson.client.protocol.convertor.BooleanNullReplayConvertor","16 B (0%)","1 (0%)"
"org.aspectj.weaver.ast.Expr[]","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.ListenerContainerFactoryResolver$$Lambda.0x0000007001819210","16 B (0%)","1 (0%)"
"org.springframework.cloud.openfeign.aot.FeignClientBeanFactoryInitializationAotProcessor$$Lambda.0x00000070019f6e50","16 B (0%)","1 (0%)"
"io.micrometer.prometheus.MicrometerCollector$$Lambda.0x00000070019b6f40","16 B (0%)","1 (0%)"
"io.netty.resolver.HostsFileEntriesProvider$ParserImpl","16 B (0%)","1 (0%)"
"feign.Util$$Lambda.0x00000070017967a8","16 B (0%)","1 (0%)"
"org.springframework.data.redis.hash.ObjectHashMapper$NoOpReferenceResolver","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda.0x0000007001c0dfc8","16 B (0%)","1 (0%)"
"org.springframework.cloud.openfeign.aot.FeignClientBeanFactoryInitializationAotProcessor$$Lambda.0x00000070019f7508","16 B (0%)","1 (0%)"
"org.redisson.connection.ClientConnectionsEntry$$Lambda.0x000000700164d4c0","16 B (0%)","1 (0%)"
"javax.management.JMX","16 B (0%)","1 (0%)"
"org.aspectj.apache.bcel.classfile.CodeException[]","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout","16 B (0%)","1 (0%)"
"org.springframework.core.metrics.DefaultApplicationStartup$DefaultStartupStep$DefaultTags","16 B (0%)","1 (0%)"
"org.springframework.aop.TruePointcut","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.AbstractConstraintMetaData$$Lambda.0x0000007001517248","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda.0x00000070016cccd0","16 B (0%)","1 (0%)"
"jdk.jfr.internal.consumer.FileAccess$UnPrivileged","16 B (0%)","1 (0%)"
"org.apache.kafka.common.utils.ConfigUtils$$Lambda.0x0000007001a71010","16 B (0%)","1 (0%)"
"org.springframework.kafka.annotation.KafkaListenerAnnotationBeanPostProcessor$$Lambda.0x0000007001821b50","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.MeterRegistry$$Lambda.0x0000007001a136e0","16 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.feign.FeignClientScanner$$Lambda.0x0000007001bc1fc0","16 B (0%)","1 (0%)"
"sun.rmi.transport.Transport$$Lambda.0x0000007001c032f0","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.composite.CompositeMeterRegistry$$Lambda.0x0000007001729988","16 B (0%)","1 (0%)"
"org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.BinaryConverters$UuidToBytesConverter","16 B (0%)","1 (0%)"
"jdk.internal.icu.text.NormalizerBase$NONEMode","16 B (0%)","1 (0%)"
"reactor.core.publisher.Mono$$Lambda.0x00000070018ab9d8","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$ReactorRegistrar$$Lambda.0x00000070018ff780","16 B (0%)","1 (0%)"
"org.jboss.threads.RejectingExecutor","16 B (0%)","1 (0%)"
"jakarta.validation.Validation$GetValidationProviderListAction","16 B (0%)","1 (0%)"
"org.springframework.boot.jackson.JsonMixinModuleEntries","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$1","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.privilegedactions.GetClassLoader","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$4","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$3","16 B (0%)","1 (0%)"
"java.io.Console$$Lambda.0x00000070010e0e40","16 B (0%)","1 (0%)"
"org.springframework.web.util.DisconnectedClientHelper","16 B (0%)","1 (0%)"
"org.apache.kafka.clients.MetadataSnapshot$$Lambda.0x0000007001a87bd0","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b36930","16 B (0%)","1 (0%)"
"org.hibernate.validator.HibernateValidator","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b4aad0","16 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$$Lambda.0x00000070014f6ef0","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.SystemMetricsAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda.0x000000700128bb40","16 B (0%)","1 (0%)"
"io.opentelemetry.sdk.common.SystemClock","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder$$Lambda.0x0000007001516400","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.ListenerContainerFactoryResolver$$Lambda.0x00000070018227c8","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.observation.ObservationAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$RxJava3Registrar$$Lambda.0x0000007001917810","16 B (0%)","1 (0%)"
"org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer$$Lambda.0x0000007001a68fd0","16 B (0%)","1 (0%)"
"reactor.core.scheduler.Schedulers$$Lambda.0x0000007001893c40","16 B (0%)","1 (0%)"
"io.micrometer.tracing.SpanCustomizer$1","16 B (0%)","1 (0%)"
"org.springframework.util.DefaultPropertiesPersister","16 B (0%)","1 (0%)"
"org.apache.kafka.shaded.io.opentelemetry.proto.common.v1.AnyValue$1","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.DelegatingLoggingSystemFactory","16 B (0%)","1 (0%)"
"org.springframework.kafka.annotation.KafkaListenerAnnotationBeanPostProcessor$BytesToNumberConverter","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping$$Lambda.0x00000070018e5000","16 B (0%)","1 (0%)"
"jdk.jfr.internal.TypeLibrary$$Lambda.0x00000070017ff6b8","16 B (0%)","1 (0%)"
"ch.qos.logback.core.LifeCycleManager","16 B (0%)","1 (0%)"
"org.apache.kafka.common.config.ConfigDef$NonEmptyString","16 B (0%)","1 (0%)"
"org.springframework.util.MimeTypeUtils$$Lambda.0x00000070017a1308","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda.0x00000070017c0e00","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.BinaryConverters$BytesToEnumConverterFactory","16 B (0%)","1 (0%)"
"org.springframework.data.util.Predicates$$Lambda.0x0000007001868900","16 B (0%)","1 (0%)"
"io.opentelemetry.api.metrics.DefaultMeter$NoopLongUpDownCounterBuilder","16 B (0%)","1 (0%)"
"jdk.jfr.internal.TypeLibrary$$Lambda.0x00000070017fefd8","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.config.NamingConvention$1$$Lambda.0x00000070019b66a8","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.LongSignature","16 B (0%)","1 (0%)"
"org.springframework.scheduling.support.TaskUtils$PropagatingErrorHandler","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$ReactorRegistrar$$Lambda.0x00000070018fdd08","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b2dfc0","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.metrics.data.DefaultRepositoryTagsProvider","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.DefaultPromise$CauseHolder","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b34320","16 B (0%)","1 (0%)"
"io.opentelemetry.api.metrics.DefaultMeter$NoopDoubleCounterBuilder","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b45c48","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.config.validate.Validated$Either$$Lambda.0x0000007001722a28","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.MetricsAutoConfiguration$MeterRegistryCloser","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$LookBehindEndNode","16 B (0%)","1 (0%)"
"java.lang.ProcessHandleImpl$$Lambda.0x00000070010d8bd0","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.StandardOperatorOverloader","16 B (0%)","1 (0%)"
"com.google.gson.internal.sql.SqlTimestampTypeAdapter$1","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$Whitelabel","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateBuilderConfigurer$$Lambda.0x0000007001bcb758","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3a630","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar$$Lambda.0x000000700134a720","16 B (0%)","1 (0%)"
"org.springframework.core.env.PropertiesPropertySource$$Lambda.0x00000070010b70f8","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.logging.LogFileWebEndpointProperties","16 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.infrastructure.adapters.input.kafka.Line.GcsLineSyncRequestListener","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda.0x0000007001c03500","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3e0b0","16 B (0%)","1 (0%)"
"org.yaml.snakeyaml.internal.Logger","16 B (0%)","1 (0%)"
"org.springframework.core.io.support.SpringFactoriesLoader$FailureHandler$$Lambda.0x0000007001028a18","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.FixedValueGenerator","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.AbstractConfigurationImpl$$Lambda.0x00000070012042e0","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultListableBeanFactory$$Lambda.0x00000070014917e0","16 B (0%)","1 (0%)"
"com.groww.credit.vendor.commons.utils.KafkaProducer","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafTemplateAvailabilityProvider","16 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.internals.AbstractFetch$$Lambda.0x0000007001b7f4a8","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda.0x00000070018faf98","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.constraintvalidators.bv.AssertTrueValidator","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy89","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.annotation.InstantiationModelAwarePointcutAdvisorImpl$1","16 B (0%)","1 (0%)"
"org.springframework.core.env.PropertiesPropertySource$$Lambda.0x00000070010b7338","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.impl.UnknownSerializer","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy81","16 B (0%)","1 (0%)"
"jdk.xml.internal.SecuritySupport$$Lambda.0x00000070010f3a00","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy82","16 B (0%)","1 (0%)"
"io.swagger.v3.oas.annotations.Parameter[]","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy83","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.RetryTopicConfigurationSupport$$Lambda.0x00000070018212e0","16 B (0%)","1 (0%)"
"org.springframework.kafka.annotation.RetryableTopicAnnotationProcessor$$Lambda.0x000000700180bb58","16 B (0%)","1 (0%)"
"org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor","16 B (0%)","1 (0%)"
"java.nio.file.attribute.FileAttribute[]","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy99","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.jvm.ExecutorServiceMetrics$$Lambda.0x00000070019b91d8","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy95","16 B (0%)","1 (0%)"
"org.springframework.data.redis.hash.ObjectHashMapper$NoOpIndexResolver","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy69","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy63","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy64","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.ListenerContainerFactoryResolver$$Lambda.0x0000007001818c28","16 B (0%)","1 (0%)"
"java.net.URI$1","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$RxJava3Registrar$$Lambda.0x0000007001940000","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.SingleThreadEventExecutor$1","16 B (0%)","1 (0%)"
"io.undertow.servlet.handlers.security.SSLInformationAssociationHandler","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.management.ThreadDumpEndpointAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Simple","16 B (0%)","1 (0%)"
"com.google.gson.Gson$2","16 B (0%)","1 (0%)"
"com.google.gson.Gson$4","16 B (0%)","1 (0%)"
"com.google.gson.Gson$5","16 B (0%)","1 (0%)"
"com.google.gson.Gson$1","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda.0x0000007001c01540","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.Jsr310Converters$LocalDateTimeToBytesConverter","16 B (0%)","1 (0%)"
"org.springframework.cloud.commons.security.ResourceServerTokenRelayAutoConfiguration","16 B (0%)","1 (0%)"
"jdk.internal.icu.text.NormalizerBase$NFDMode","16 B (0%)","1 (0%)"
"org.springframework.scheduling.annotation.AbstractAsyncConfiguration$$Lambda.0x000000700148af48","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.BinaryConverters$BytesToStringConverter","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy57","16 B (0%)","1 (0%)"
"org.aspectj.weaver.SourceContextImpl$1","16 B (0%)","1 (0%)"
"java.util.function.Function$$Lambda.0x00000070010da638","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration$WebEndpointServletConfiguration","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy54","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream$$Lambda.0x0000007001c0f618","16 B (0%)","1 (0%)"
"java.nio.file.Files$$Lambda.0x00000070010f9e80","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.web.ServletEndpointManagementContextConfiguration$WebMvcServletEndpointManagementContextConfiguration","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.RepeatableContainers$StandardRepeatableContainers$$Lambda.0x0000007001091050","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda.0x00000070018dbc20","16 B (0%)","1 (0%)"
"org.jboss.threads.EnhancedQueueExecutor$TreeSetQueue","16 B (0%)","1 (0%)"
"org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy27","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy23","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy20","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.web.mappings.servlet.FiltersMappingDescriptionProvider","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy34","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy35","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy37","16 B (0%)","1 (0%)"
"org.springframework.cloud.openfeign.FeignAutoConfiguration$OkHttpFeignConfiguration$$Lambda.0x00000070019f1ae0","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationCollectors$$Lambda.0x0000007001299e08","16 B (0%)","1 (0%)"
"org.springdoc.core.service.AbstractRequestService$$Lambda.0x0000007001985118","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b39f80","16 B (0%)","1 (0%)"
"java.lang.ref.Reference$1","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b38000","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x00000070015eace0","16 B (0%)","1 (0%)"
